,date,holding,marketValue
131,2019-12-31,Sherwin-Williams Co.,1364215568.0
132,2019-12-31,Waste Management Inc.,1360679095.0
133,2019-12-31,Capital One Financial Corp.,1350951025.0
134,2019-12-31,DuPont de Nemours Inc.,1340046793.0
135,2019-12-31,Kimberly-Clark Corp.,1329565865.0
136,2019-12-31,General Motors Co.,1324084715.0
137,2019-12-31,American Electric Power Co. Inc.,1312604309.0
138,2019-12-31,Emerson Electric Co.,1308669339.0
139,2019-12-31,Estee Lauder Cos. Inc. Class A,1293206217.0
140,2019-12-31,Activision Blizzard Inc.,1286181493.0
141,2019-12-31,Walgreens Boots Alliance Inc.,1261207759.0
142,2019-12-31,American International Group Inc.,1257711066.0
143,2019-12-31,Exelon Corp.,1244586940.0
144,2019-12-31,Analog Devices Inc.,1233136367.0
145,2019-12-31,L3Harris Technologies Inc.,1233121685.0
146,2019-12-31,Simon Property Group Inc.,1224112763.0
147,2019-12-31,General Dynamics Corp.,1219361318.0
148,2019-12-31,Baxter International Inc.,1201260837.0
149,2019-12-31,Lam Research Corp.,1194168033.0
150,2019-12-31,Progressive Corp.,1192203723.0
151,2019-12-31,Ross Stores Inc.,1186985140.0
152,2019-12-31,Bank of New York Mellon Corp.,1177710122.0
153,2019-12-31,Sempra Energy,1169656304.0
154,2019-12-31,Sysco Corp.,1169048320.0
155,2019-12-31,Kinder Morgan Inc./DE,1147169952.0
156,2019-12-31,Dow Inc.,1145473669.0
157,2019-12-31,Autodesk Inc.,1134136694.0
158,2019-12-31,Dollar General Corp.,1130440873.0
159,2019-12-31,HCA Healthcare Inc.,1129803029.0
160,2019-12-31,Marriott International Inc./MD,1116141467.0
161,2019-12-31,Eaton Corp. plc,1103528635.0
162,2019-12-31,Marathon Petroleum Corp.,1102698934.0
163,2019-12-31,Valero Energy Corp.,1083978896.0
164,2019-12-31,Moody's Corp.,1073265560.0
165,2019-12-31,Prudential Financial Inc.,1061111303.0
166,2019-12-31,Aflac Inc.,1040881401.0
167,2019-12-31,Blackstone Group LP,1038578851.0
168,2019-12-31,Occidental Petroleum Corp.,1037816651.0
169,2019-12-31,Roper Technologies Inc.,1036409676.0
170,2019-12-31,Allstate Corp.,1022924140.0
171,2019-12-31,Ford Motor Co.,1020611202.0
172,2019-12-31,Newmont Goldcorp Corp.,1004034214.0
173,2019-12-31,FedEx Corp.,1001031974.0
174,2019-12-31,MetLife Inc.,989788520.0
175,2019-12-31,Delta Air Lines Inc.,958788138.0
176,2019-12-31,Cognizant Technology Solutions Corp.,957266854.0
177,2019-12-31,Xcel Energy Inc.,956574561.0
178,2019-12-31,VF Corp.,952204858.0
179,2019-12-31,Travelers Cos. Inc.,947790002.0
180,2019-12-31,Welltower Inc.,935308619.0
181,2019-12-31,O'Reilly Automotive Inc.,934510563.0
182,2019-12-31,General Mills Inc.,910917683.0
183,2019-12-31,Amphenol Corp. Class A,905170782.0
184,2019-12-31,TE Connectivity Ltd.,903707083.0
185,2019-12-31,Ingersoll-Rand plc,897698348.0
186,2019-12-31,Public Storage,889235563.0
187,2019-12-31,PPG Industries Inc.,887195765.0
188,2019-12-31,Johnson Controls International plc,885841662.0
189,2019-12-31,Electronic Arts Inc.,884868796.0
190,2019-12-31,Hilton Worldwide Holdings Inc.,881524547.0
191,2019-12-31,ONEOK Inc.,879912856.0
192,2019-12-31,Zimmer Biomet Holdings Inc.,867528815.0
193,2019-12-31,Yum! Brands Inc.,859109550.0
194,2019-12-31,HP Inc.,858016999.0
195,2019-12-31,Uber Technologies Inc.,857719950.0
196,2019-12-31,Regeneron Pharmaceuticals Inc.,856754494.0
197,2019-12-31,Consolidated Edison Inc.,845759971.0
198,2019-12-31,Equity Residential,842883921.0
199,2019-12-31,Public Service Enterprise Group Inc.,840802616.0
200,2019-12-31,AvalonBay Communities Inc.,822405025.0
201,2019-12-31,WEC Energy Group Inc.,817571636.0
202,2019-12-31,Williams Cos. Inc.,809834079.0
203,2019-12-31,IHS Markit Ltd.,807643571.0
204,2019-12-31,Constellation Brands Inc. Class A,806590439.0
205,2019-12-31,TransDigm Group Inc.,802431840.0
206,2019-12-31,AutoZone Inc.,799853873.0
207,2019-12-31,KLA Corp.,792566974.0
208,2019-12-31,eBay Inc.,786779810.0
209,2019-12-31,Motorola Solutions Inc.,777683716.0
210,2019-12-31,Eversource Energy,774189063.0
211,2019-12-31,Paychex Inc.,772893862.0
212,2019-12-31,Cummins Inc.,772214726.0
213,2019-12-31,PACCAR Inc.,770544107.0
214,2019-12-31,State Street Corp.,770396823.0
215,2019-12-31,SBA Communications Corp.,765270975.0
216,2019-12-31,Lululemon Athletica Inc.,762614318.0
217,2019-12-31,T. Rowe Price Group Inc.,762492630.0
218,2019-12-31,Edison International,762015712.0
219,2019-12-31,Workday Inc.,759823464.0
220,2019-12-31,Tyson Foods Inc.,757247596.0
221,2019-12-31,Discover Financial Services,749773685.0
222,2019-12-31,Las Vegas Sands Corp.,747178151.0
223,2019-12-31,Parker-Hannifin Corp.,743767412.0
224,2019-12-31,Agilent Technologies Inc.,743569723.0
225,2019-12-31,FirstEnergy Corp.,737876061.0
226,2019-12-31,Willis Towers Watson plc,732917603.0
227,2019-12-31,PPL Corp.,729974904.0
228,2019-12-31,Archer-Daniels-Midland Co.,726129668.0
229,2019-12-31,Southwest Airlines Co.,720317595.0
230,2019-12-31,IQVIA Holdings Inc.,718627401.0
231,2019-12-31,Stanley Black & Decker Inc.,707697867.0
232,2019-12-31,Pioneer Natural Resources Co.,707389398.0
233,2019-12-31,Microchip Technology Inc.,704149218.0
234,2019-12-31,Digital Realty Trust Inc.,704071080.0
235,2019-12-31,FleetCor Technologies Inc.,702857665.0
236,2019-12-31,McKesson Corp.,702426860.0
237,2019-12-31,DTE Energy Co.,700078910.0
238,2019-12-31,Centene Corp.,695677234.0
239,2019-12-31,Xilinx Inc.,692920335.0
240,2019-12-31,Verisk Analytics Inc.,687611837.0
241,2019-12-31,APTIV PLC,682896885.0
242,2019-12-31,Realty Income Corp.,675338778.0
243,2019-12-31,Monster Beverage Corp.,674662370.0
244,2019-12-31,Waste Connections Inc.,674308406.0
245,2019-12-31,Entergy Corp.,669977547.0
246,2019-12-31,Cintas Corp.,665970578.0
247,2019-12-31,Twitter Inc.,665928811.0
248,2019-12-31,LyondellBasell Industries NV,665811898.0
249,2019-12-31,T-Mobile US Inc.,660925956.0
250,2019-12-31,Rockwell Automation Inc.,660204821.0
251,2019-12-31,Chipotle Mexican Grill Inc.,655105544.0
252,2019-12-31,Kroger Co.,654756283.0
253,2019-12-31,Splunk Inc.,649714391.0
254,2019-12-31,ViacomCBS Inc. Class B,645680708.0
255,2019-12-31,Alexion Pharmaceuticals Inc.,641730520.0
256,2019-12-31,AMETEK Inc.,639482811.0
257,2019-12-31,Weyerhaeuser Co.,633104646.0
258,2019-12-31,Corning Inc.,631043203.0
259,2019-12-31,IDEXX Laboratories Inc.,630915148.0
260,2019-12-31,Royal Caribbean Cruises Ltd.,629990566.0
261,2019-12-31,ResMed Inc.,628150439.0
262,2019-12-31,Dollar Tree Inc.,626731895.0
263,2019-12-31,Corteva Inc.,622956367.0
264,2019-12-31,Synchrony Financial,622719742.0
265,2019-12-31,American Water Works Co. Inc.,621855398.0
266,2019-12-31,Cerner Corp.,617643635.0
267,2019-12-31,CoStar Group Inc.,616984311.0
268,2019-12-31,Hartford Financial Services Group Inc.,616475370.0
269,2019-12-31,Fifth Third Bancorp,614718908.0
270,2019-12-31,Hershey Co.,614661394.0
271,2019-12-31,Fortive Corp.,613960333.0
272,2019-12-31,Square Inc.,611427783.0
273,2019-12-31,ANSYS Inc.,610000694.0
274,2019-12-31,Kraft Heinz Co.,608402884.0
275,2019-12-31,Palo Alto Networks Inc.,606067863.0
276,2019-12-31,Ventas Inc.,605391486.0
277,2019-12-31,Northern Trust Corp.,603473266.0
278,2019-12-31,M&T Bank Corp.,599976113.0
279,2019-12-31,Boston Properties Inc.,599005147.0
280,2019-12-31,Ball Corp.,597092678.0
281,2019-12-31,Ameriprise Financial Inc.,595225988.0
282,2019-12-31,Fastenal Co.,595104470.0
283,2019-12-31,McCormick & Co. Inc./MD,590784473.0
284,2019-12-31,Synopsys Inc.,589077418.0
285,2019-12-31,MSCI Inc.,584626148.0
286,2019-12-31,Skyworks Solutions Inc.,580291451.0
287,2019-12-31,Hewlett Packard Enterprise Co.,578457387.0
288,2019-12-31,CDW Corp./DE,578421295.0
289,2019-12-31,Halliburton Co.,574697404.0
290,2019-12-31,VeriSign Inc.,574268674.0
291,2019-12-31,Liberty Broadband Corp.,572250651.0
292,2019-12-31,Carnival Corp.,565191427.0
293,2019-12-31,DexCom Inc.,564056526.0
294,2019-12-31,KeyCorp,561852017.0
295,2019-12-31,Essex Property Trust Inc.,559217508.0
296,2019-12-31,Align Technology Inc.,558017216.0
297,2019-12-31,Brown-Forman Corp.,556380380.0
298,2019-12-31,Best Buy Co. Inc.,554457966.0
299,2019-12-31,IAC/InterActiveCorp,552863275.0
300,2019-12-31,CBRE Group Inc.,548722444.0
301,2019-12-31,Cadence Design Systems Inc.,547848283.0
302,2019-12-31,Mettler-Toledo International Inc.,544311452.0
303,2019-12-31,Clorox Co.,543332152.0
304,2019-12-31,Keysight Technologies Inc.,541200318.0
305,2019-12-31,Vulcan Materials Co.,535468428.0
306,2019-12-31,Ameren Corp.,535235021.0
307,2019-12-31,Copart Inc.,534926450.0
308,2019-12-31,United Airlines Holdings Inc.,533411817.0
309,2019-12-31,Republic Services Inc.,526674484.0
310,2019-12-31,Alexandria Real Estate Equities Inc.,523116219.0
311,2019-12-31,DR Horton Inc.,521230452.0
312,2019-12-31,Veeva Systems Inc.,521228289.0
313,2019-12-31,Hess Corp.,515269185.0
314,2019-12-31,Freeport-McMoRan Inc.,509500506.0
315,2019-12-31,International Paper Co.,509244339.0
316,2019-12-31,Western Digital Corp.,505289557.0
317,2019-12-31,CMS Energy Corp.,503251501.0
318,2019-12-31,Kellogg Co.,498732125.0
319,2019-12-31,Marvell Technology Group Ltd.,498518796.0
320,2019-12-31,Arthur J Gallagher & Co.,498414679.0
321,2019-12-31,Citizens Financial Group Inc.,497490571.0
322,2019-12-31,Concho Resources Inc.,496128711.0
323,2019-12-31,Omnicom Group Inc.,495714956.0
324,2019-12-31,Healthpeak Properties Inc.,495570364.0
325,2019-12-31,Teleflex Inc.,491288080.0
326,2019-12-31,Martin Marietta Materials Inc.,490792529.0
327,2019-12-31,Church & Dwight Co. Inc.,487610315.0
328,2019-12-31,Cincinnati Financial Corp.,482213799.0
329,2019-12-31,Nucor Corp.,480479019.0
330,2019-12-31,Equifax Inc.,476322807.0
331,2019-12-31,Dover Corp.,471360035.0
332,2019-12-31,Maxim Integrated Products Inc.,469275967.0
333,2019-12-31,Baker Hughes Co.,469213715.0
334,2019-12-31,Conagra Brands Inc.,468681879.0
335,2019-12-31,WellCare Health Plans Inc.,466587721.0
336,2019-12-31,Regions Financial Corp.,466320718.0
337,2019-12-31,Arch Capital Group Ltd.,463260037.0
338,2019-12-31,Laboratory Corp. of America Holdings,462963141.0
339,2019-12-31,TransUnion,453829739.0
340,2019-12-31,Invitation Homes Inc.,453638567.0
341,2019-12-31,Incyte Corp.,451338830.0
342,2019-12-31,Cooper Cos. Inc.,449008237.0
343,2019-12-31,Snap Inc.,445161107.0
344,2019-12-31,Lennar Corp. Class A,440027446.0
345,2019-12-31,Huntington Bancshares Inc./OH,438888697.0
346,2019-12-31,WW Grainger Inc.,437031013.0
347,2019-12-31,Fortinet Inc.,436106273.0
348,2019-12-31,MGM Resorts International,433803471.0
349,2019-12-31,Principal Financial Group Inc.,431702865.0
350,2019-12-31,KKR & Co. Inc. Class A,429746792.0
351,2019-12-31,Tiffany & Co.,429299571.0
352,2019-12-31,Kansas City Southern,427594385.0
353,2019-12-31,BioMarin Pharmaceutical Inc.,427074902.0
354,2019-12-31,Burlington Stores Inc.,425579686.0
355,2019-12-31,Expedia Group Inc.,424459233.0
356,2019-12-31,Markel Corp.,423951454.0
357,2019-12-31,Waters Corp.,423734556.0
358,2019-12-31,Mid-America Apartment Communities Inc.,423158783.0
359,2019-12-31,Diamondback Energy Inc.,420522267.0
360,2019-12-31,Evergy Inc.,420039113.0
361,2019-12-31,Celanese Corp.,419420223.0
362,2019-12-31,Cardinal Health Inc.,417793632.0
363,2019-12-31,Genuine Parts Co.,413684690.0
364,2019-12-31,First Republic Bank/CA,412080372.0
365,2019-12-31,CarMax Inc.,406382976.0
366,2019-12-31,CenturyLink Inc.,405557132.0
367,2019-12-31,Quest Diagnostics Inc.,404085351.0
368,2019-12-31,NortonLifeLock Inc.,403257266.0
369,2019-12-31,NetApp Inc.,400228532.0
370,2019-12-31,Xylem Inc./NY,399568751.0
371,2019-12-31,Westinghouse Air Brake Technologies Corp.,398700260.0
372,2019-12-31,Ulta Beauty Inc.,398606901.0
373,2019-12-31,Broadridge Financial Solutions Inc.,396777742.0
374,2019-12-31,Cheniere Energy Inc.,394788053.0
375,2019-12-31,Hologic Inc.,394751352.0
376,2019-12-31,Garmin Ltd.,391695205.0
377,2019-12-31,Take-Two Interactive Software Inc.,391571909.0
378,2019-12-31,Sun Communities Inc.,391194072.0
379,2019-12-31,Leidos Holdings Inc.,391009662.0
380,2019-12-31,Zebra Technologies Corp.,388356671.0
381,2019-12-31,WP Carey Inc.,387973090.0
382,2019-12-31,International Flavors & Fragrances Inc.,387593498.0
383,2019-12-31,Masco Corp.,387274501.0
384,2019-12-31,Seattle Genetics Inc.,386650241.0
385,2019-12-31,Citrix Systems Inc.,386234092.0
386,2019-12-31,MarketAxess Holdings Inc.,384862615.0
387,2019-12-31,CenterPoint Energy Inc.,384356251.0
388,2019-12-31,Old Dominion Freight Line Inc.,384230296.0
389,2019-12-31,UDR Inc.,384177597.0
390,2019-12-31,Exact Sciences Corp.,384053996.0
391,2019-12-31,Annaly Capital Management Inc.,383275091.0
392,2019-12-31,Hasbro Inc.,382562614.0
393,2019-12-31,Qorvo Inc.,380361513.0
394,2019-12-31,TD Ameritrade Holding Corp.,379497670.0
395,2019-12-31,NVR Inc.,376693642.0
396,2019-12-31,Darden Restaurants Inc.,376547029.0
397,2019-12-31,Loews Corp.,375632927.0
398,2019-12-31,Cboe Global Markets Inc.,375320640.0
399,2019-12-31,Alliant Energy Corp.,374928800.0
400,2019-12-31,Host Hotels & Resorts Inc.,374832912.0
401,2019-12-31,Expeditors International of Washington Inc.,374076096.0
402,2019-12-31,Seagate Technology plc,373963629.0
403,2019-12-31,Atmos Energy Corp.,373936347.0
404,2019-12-31,Akamai Technologies Inc.,373884687.0
405,2019-12-31,SS&C Technologies Holdings Inc.,371821822.0
406,2019-12-31,AES Corp./VA,371475071.0
407,2019-12-31,Gartner Inc.,369370303.0
408,2019-12-31,Paycom Software Inc.,368903876.0
409,2019-12-31,IDEX Corp.,367400256.0
410,2019-12-31,Extra Space Storage Inc.,365590005.0
411,2019-12-31,SVB Financial Group,365157512.0
412,2019-12-31,FMC Corp.,364887718.0
413,2019-12-31,STERIS plc,363860225.0
414,2019-12-31,Varian Medical Systems Inc.,363856176.0
415,2019-12-31,Fox Corp. Class A,362738439.0
416,2019-12-31,Alnylam Pharmaceuticals Inc.,362657546.0
417,2019-12-31,Duke Realty Corp.,357063626.0
418,2019-12-31,Wynn Resorts Ltd.,356929645.0
419,2019-12-31,RingCentral Inc.,355480796.0
420,2019-12-31,Teledyne Technologies Inc.,355412117.0
421,2019-12-31,Dentsply Sirona Inc.,355336872.0
422,2019-12-31,Berkshire Hathaway Inc. Class A,353513190.0
423,2019-12-31,United Rentals Inc.,353158489.0
424,2019-12-31,Lamb Weston Holdings Inc.,352739346.0
425,2019-12-31,Norwegian Cruise Line Holdings Ltd.,350697261.0
426,2019-12-31,Nasdaq Inc.,347257077.0
427,2019-12-31,Okta Inc.,346613129.0
428,2019-12-31,AmerisourceBergen Corp. Class A,345699822.0
429,2019-12-31,Twilio Inc.,344824422.0
430,2019-12-31,Equity LifeStyle Properties Inc.,342443831.0
431,2019-12-31,Hormel Foods Corp.,338686647.0
432,2019-12-31,Domino's Pizza Inc.,338518581.0
433,2019-12-31,Arconic Inc.,338133992.0
434,2019-12-31,Jacobs Engineering Group Inc.,337340485.0
435,2019-12-31,Noble Energy Inc.,334633749.0
436,2019-12-31,Fidelity National Financial Inc.,332664608.0
437,2019-12-31,Lincoln National Corp.,330357512.0
438,2019-12-31,Tyler Technologies Inc.,328877124.0
439,2019-12-31,Roku Inc.,327975463.0
440,2019-12-31,VMware Inc.,327143728.0
441,2019-12-31,Ally Financial Inc.,327136793.0
442,2019-12-31,GoDaddy Inc.,327129684.0
443,2019-12-31,ALLEGION PLC,326383971.0
444,2019-12-31,Teradyne Inc.,321848003.0
445,2019-12-31,Vornado Realty Trust,319592350.0
446,2019-12-31,American Airlines Group Inc.,318792798.0
447,2019-12-31,Everest Re Group Ltd.,318345237.0
448,2019-12-31,JM Smucker Co.,317277550.0
449,2019-12-31,Jack Henry & Associates Inc.,316508571.0
450,2019-12-31,Western Union Co.,316293679.0
451,2019-12-31,Raymond James Financial Inc.,315805161.0
452,2019-12-31,West Pharmaceutical Services Inc.,313679179.0
453,2019-12-31,EPAM Systems Inc.,312367411.0
454,2019-12-31,Tractor Supply Co.,311942806.0
455,2019-12-31,Westrock Co.,311275963.0
456,2019-12-31,Elanco Animal Health Inc.,309544886.0
457,2019-12-31,Alleghany Corp.,309122557.0
458,2019-12-31,Universal Health Services Inc.,308908258.0
459,2019-12-31,Avery Dennison Corp.,308111450.0
460,2019-12-31,Medical Properties Trust Inc.,307360967.0
461,2019-12-31,Arista Networks Inc.,306944635.0
462,2019-12-31,VICI Properties Inc.,306233894.0
463,2019-12-31,Marathon Oil Corp.,305484232.0
464,2019-12-31,ARAMARK,304499304.0
465,2019-12-31,PerkinElmer Inc.,304421123.0
466,2019-12-31,Dell Technologies Inc.,301063073.0
467,2019-12-31,Packaging Corp. of America,298294100.0
468,2019-12-31,Insulet Corp.,298238789.0
469,2019-12-31,CH Robinson Worldwide Inc.,298167294.0
470,2019-12-31,Advance Auto Parts Inc.,297408952.0
471,2019-12-31,Regency Centers Corp.,295896201.0
472,2019-12-31,DocuSign Inc. Class A,293932562.0
473,2019-12-31,Trimble Inc.,293255881.0
474,2019-12-31,CF Industries Holdings Inc.,292683437.0
475,2019-12-31,AXA Equitable Holdings Inc.,292275590.0
476,2019-12-31,Mylan NV,291831357.0
477,2019-12-31,Comerica Inc.,291760039.0
478,2019-12-31,NiSource Inc.,291619100.0
479,2019-12-31,Trade Desk Inc.,291402500.0
480,2019-12-31,Globe Life Inc.,290860585.0
481,2019-12-31,Fair Isaac Corp.,290710091.0
482,2019-12-31,E*TRADE Financial Corp.,289160659.0
483,2019-12-31,Reinsurance Group of America Inc.,288037500.0
484,2019-12-31,Huntington Ingalls Industries Inc.,287970852.0
485,2019-12-31,Camden Property Trust,287175141.0
486,2019-12-31,Textron Inc.,287096399.0
487,2019-12-31,FactSet Research Systems Inc.,286890507.0
488,2019-12-31,Aqua America Inc.,284524839.0
489,2019-12-31,Pinnacle West Capital Corp.,282670854.0
490,2019-12-31,PulteGroup Inc.,282477774.0
491,2019-12-31,ON Semiconductor Corp.,281836067.0
492,2019-12-31,JB Hunt Transport Services Inc.,280822034.0
493,2019-12-31,RPM International Inc.,280063389.0
494,2019-12-31,Neurocrine Biosciences Inc.,279582350.0
495,2019-12-31,Booz Allen Hamilton Holding Corp.,279380715.0
496,2019-12-31,Live Nation Entertainment Inc.,278505011.0
497,2019-12-31,LKQ Corp.,277901759.0
498,2019-12-31,VEREIT Inc,277464301.0
499,2019-12-31,Crown Holdings Inc.,276741841.0
500,2019-12-31,Henry Schein Inc.,276221000.0
501,2019-12-31,Discovery Communications Inc.,275388272.0
502,2019-12-31,Eastman Chemical Co.,274041291.0
503,2019-12-31,National Oilwell Varco Inc.,273212785.0
504,2019-12-31,HEICO Corp.,273036955.0
505,2019-12-31,Federal Realty Investment Trust,272464769.0
506,2019-12-31,DXC Technology Co.,271710143.0
507,2019-12-31,AGNC Investment Corp.,271643865.0
508,2019-12-31,Vail Resorts Inc.,271452305.0
509,2019-12-31,Apache Corp.,271391034.0
510,2019-12-31,Campbell Soup Co.,271027385.0
511,2019-12-31,WR Berkley Corp.,270398112.0
512,2019-12-31,NRG Energy Inc.,268842606.0
513,2019-12-31,Apollo Global Management LLC,268522472.0
514,2019-12-31,Molson Coors Beverage Co. Class B,267590269.0
515,2019-12-31,Devon Energy Corp.,267549796.0
516,2019-12-31,Targa Resources Corp.,267490926.0
517,2019-12-31,Brown & Brown Inc.,266281230.0
518,2019-12-31,Liberty Property Trust,265823335.0
519,2019-12-31,UGI Corp.,264493585.0
