,date,holding,marketValue
36,2019-12-31,salesforce.com Inc.,2882171089.0
37,2019-12-31,NVIDIA Corp.,2877042983.0
38,2019-12-31,Amgen Inc.,2861745104.0
39,2019-12-31,Netflix Inc.,2833083143.0
40,2019-12-31,Accenture plc Class A,2671690892.0
41,2019-12-31,Philip Morris International Inc.,2644950579.0
42,2019-12-31,AbbVie Inc.,2615899248.0
43,2019-12-31,Thermo Fisher Scientific Inc.,2602664168.0
44,2019-12-31,Costco Wholesale Corp.,2594227566.0
45,2019-12-31,PayPal Holdings Inc.,2537563059.0
46,2019-12-31,Honeywell International Inc.,2526730224.0
47,2019-12-31,NIKE Inc. Class B,2521941337.0
48,2019-12-31,Union Pacific Corp.,2507450453.0
49,2019-12-31,Broadcom Inc.,2504491998.0
50,2019-12-31,United Technologies Corp.,2427471222.0
51,2019-12-31,Texas Instruments Inc.,2395894135.0
52,2019-12-31,International Business Machines Corp.,2371684592.0
53,2019-12-31,NextEra Energy Inc.,2364714194.0
54,2019-12-31,Oracle Corp.,2293149234.0
55,2019-12-31,Linde plc,2284883890.0
56,2019-12-31,Eli Lilly & Co.,2218574280.0
57,2019-12-31,Starbucks Corp.,2074458069.0
58,2019-12-31,American Tower Corp.,2033764052.0
59,2019-12-31,3M Co.,2026825869.0
60,2019-12-31,QUALCOMM Inc.,2012754639.0
61,2019-12-31,Danaher Corp.,1960261755.0
62,2019-12-31,General Electric Co.,1947241853.0
63,2019-12-31,Lockheed Martin Corp.,1931050287.0
64,2019-12-31,CVS Health Corp.,1930922353.0
65,2019-12-31,Altria Group Inc.,1862765676.0
66,2019-12-31,Lowe's Cos. Inc.,1833906557.0
67,2019-12-31,Booking Holdings Inc.,1717405014.0
68,2019-12-31,Fidelity National Information Services Inc.,1707898350.0
69,2019-12-31,US Bancorp,1683546902.0
70,2019-12-31,American Express Co.,1668814842.0
71,2019-12-31,Gilead Sciences Inc.,1642426228.0
72,2019-12-31,United Parcel Service Inc. Class B,1638868094.0
73,2019-12-31,Caterpillar Inc.,1630582433.0
74,2019-12-31,Mondelez International Inc. Class A,1584456286.0
75,2019-12-31,Anthem Inc.,1530042602.0
76,2019-12-31,Cigna Corp.,1525604393.0
77,2019-12-31,Charter Communications Inc. Class A,1519464592.0
78,2019-12-31,Truist Financial Corp.,1508948644.0
79,2019-12-31,TJX Cos. Inc.,1479389645.0
80,2019-12-31,Automatic Data Processing Inc.,1473971648.0
81,2019-12-31,Becton Dickinson and Co.,1469601590.0
82,2019-12-31,Goldman Sachs Group Inc.,1463865440.0
83,2019-12-31,CME Group Inc.,1437058052.0
84,2019-12-31,ConocoPhillips,1425600666.0
85,2019-12-31,Chubb Ltd.,1409374904.0
86,2019-12-31,PNC Financial Services Group Inc.,1397380428.0
87,2019-12-31,Intuitive Surgical Inc.,1365010869.0
88,2019-12-31,Intuit Inc.,1362210445.0
89,2019-12-31,Dominion Energy Inc.,1361893405.0
90,2019-12-31,Stryker Corp.,1350524286.0
91,2019-12-31,Southern Co.,1334670492.0
92,2019-12-31,S&P Global Inc.,1333227788.0
93,2019-12-31,Duke Energy Corp.,1328451121.0
94,2019-12-31,Fiserv Inc.,1319360617.0
95,2019-12-31,Target Corp.,1298004194.0
96,2019-12-31,Zoetis Inc.,1259440482.0
97,2019-12-31,Boston Scientific Corp.,1259253956.0
98,2019-12-31,Morgan Stanley,1256322002.0
99,2019-12-31,Allergan plc,1253794371.0
100,2019-12-31,Raytheon Co.,1222588753.0
101,2019-12-31,Micron Technology Inc.,1189494101.0
102,2019-12-31,BlackRock Inc.,1184342097.0
103,2019-12-31,Crown Castle International Corp.,1180783332.0
104,2019-12-31,Colgate-Palmolive Co.,1178688599.0
105,2019-12-31,Applied Materials Inc.,1126533608.0
106,2019-12-31,Prologis Inc.,1125104400.0
107,2019-12-31,Vertex Pharmaceuticals Inc.,1124862412.0
108,2019-12-31,CSX Corp.,1124240605.0
109,2019-12-31,Marsh & McLennan Cos. Inc.,1123262136.0
110,2019-12-31,Schlumberger Ltd.,1111731402.0
111,2019-12-31,Global Payments Inc.,1096255092.0
112,2019-12-31,Deere & Co.,1089937944.0
113,2019-12-31,Charles Schwab Corp.,1086316723.0
114,2019-12-31,Northrop Grumman Corp.,1077130016.0
115,2019-12-31,Biogen Inc.,1069712837.0
116,2019-12-31,ServiceNow Inc.,1063799546.0
117,2019-12-31,Illinois Tool Works Inc.,1049633416.0
118,2019-12-31,Air Products & Chemicals Inc.,1034916874.0
119,2019-12-31,Intercontinental Exchange Inc.,1029615881.0
120,2019-12-31,Advanced Micro Devices Inc.,1020342121.0
121,2019-12-31,Norfolk Southern Corp.,1011338289.0
122,2019-12-31,Equinix Inc.,994505142.0
123,2019-12-31,Phillips 66,989075030.0
124,2019-12-31,Illumina Inc.,974289528.0
125,2019-12-31,Aon plc,974286265.0
126,2019-12-31,EOG Resources Inc.,973549683.0
127,2019-12-31,Edwards Lifesciences Corp.,972124796.0
128,2019-12-31,Humana Inc.,969690235.0
129,2019-12-31,Ecolab Inc.,966917147.0
130,2019-12-31,Sherwin-Williams Co.,957788127.0
131,2019-12-31,Capital One Financial Corp.,957535151.0
132,2019-12-31,DuPont de Nemours Inc.,950183947.0
133,2019-12-31,Kimberly-Clark Corp.,942042124.0
134,2019-12-31,American Electric Power Co. Inc.,932677511.0
135,2019-12-31,Emerson Electric Co.,928055679.0
136,2019-12-31,General Motors Co.,919436213.0
137,2019-12-31,Estee Lauder Cos. Inc. Class A,918321659.0
138,2019-12-31,Simon Property Group Inc.,913195258.0
139,2019-12-31,Activision Blizzard Inc.,912043463.0
140,2019-12-31,American International Group Inc.,892115400.0
141,2019-12-31,Waste Management Inc.,888627146.0
142,2019-12-31,Exelon Corp.,885418617.0
143,2019-12-31,Walgreens Boots Alliance Inc.,883154175.0
144,2019-12-31,Analog Devices Inc.,874461917.0
145,2019-12-31,L3Harris Technologies Inc.,873942125.0
146,2019-12-31,Sysco Corp.,872001090.0
147,2019-12-31,Sempra Energy,853148387.0
148,2019-12-31,Baxter International Inc.,852961462.0
149,2019-12-31,Lam Research Corp.,847535143.0
150,2019-12-31,Progressive Corp.,845515707.0
151,2019-12-31,Bank of New York Mellon Corp.,843819745.0
152,2019-12-31,Ross Stores Inc.,841427063.0
153,2019-12-31,General Dynamics Corp.,825659237.0
154,2019-12-31,Kinder Morgan Inc./DE,823845517.0
155,2019-12-31,Marriott International Inc./MD Class A,820954425.0
156,2019-12-31,Dow Inc.,810712316.0
157,2019-12-31,Autodesk Inc.,806495113.0
158,2019-12-31,MetLife Inc.,795973566.0
159,2019-12-31,Dollar General Corp.,793440780.0
160,2019-12-31,Eaton Corp. plc,782290680.0
161,2019-12-31,Marathon Petroleum Corp.,781603669.0
162,2019-12-31,HCA Healthcare Inc.,781255076.0
163,2019-12-31,Aflac Inc.,775734381.0
164,2019-12-31,Moody's Corp.,770106285.0
165,2019-12-31,Valero Energy Corp.,768336628.0
166,2019-12-31,Prudential Financial Inc.,752837470.0
167,2019-12-31,Roper Technologies Inc.,736448775.0
168,2019-12-31,Occidental Petroleum Corp.,735481876.0
169,2019-12-31,Allstate Corp.,727796191.0
170,2019-12-31,FedEx Corp.,725148271.0
171,2019-12-31,Ford Motor Co.,723543413.0
172,2019-12-31,Newmont Goldcorp Corp.,711691839.0
173,2019-12-31,Travelers Cos. Inc.,706189249.0
174,2019-12-31,Cognizant Technology Solutions Corp. Class A,678498056.0
175,2019-12-31,Delta Air Lines Inc.,672572574.0
176,2019-12-31,Xcel Energy Inc.,665192285.0
177,2019-12-31,O'Reilly Automotive Inc.,662522025.0
178,2019-12-31,VF Corp.,651990968.0
179,2019-12-31,General Mills Inc.,646774974.0
180,2019-12-31,Amphenol Corp. Class A,641115341.0
181,2019-12-31,TE Connectivity Ltd.,640438437.0
182,2019-12-31,Public Storage,639184533.0
183,2019-12-31,Ingersoll-Rand plc,636289635.0
184,2019-12-31,Constellation Brands Inc. Class A,634992872.0
185,2019-12-31,PPG Industries Inc.,630666030.0
186,2019-12-31,Johnson Controls International plc,627426387.0
187,2019-12-31,Electronic Arts Inc.,627159047.0
188,2019-12-31,Hilton Worldwide Holdings Inc.,625237158.0
189,2019-12-31,ONEOK Inc.,624501862.0
190,2019-12-31,Zimmer Biomet Holdings Inc.,615101129.0
191,2019-12-31,Welltower Inc.,609808026.0
192,2019-12-31,Yum! Brands Inc.,608690942.0
193,2019-12-31,HP Inc.,608408355.0
194,2019-12-31,IHS Markit Ltd.,603649797.0
195,2019-12-31,Consolidated Edison Inc.,600861300.0
196,2019-12-31,Regeneron Pharmaceuticals Inc.,599270961.0
197,2019-12-31,Public Service Enterprise Group Inc.,596630748.0
198,2019-12-31,AvalonBay Communities Inc.,585159881.0
199,2019-12-31,WEC Energy Group Inc.,581278837.0
200,2019-12-31,State Street Corp.,574637533.0
201,2019-12-31,Williams Cos. Inc.,574377072.0
202,2019-12-31,T. Rowe Price Group Inc.,568809065.0
203,2019-12-31,AutoZone Inc.,567138613.0
204,2019-12-31,Equity Residential,564355096.0
205,2019-12-31,KLA Corp.,561715668.0
206,2019-12-31,TransDigm Group Inc.,557218480.0
207,2019-12-31,IQVIA Holdings Inc.,557088895.0
208,2019-12-31,eBay Inc.,551709885.0
209,2019-12-31,Motorola Solutions Inc.,551578514.0
210,2019-12-31,Eversource Energy,550291543.0
211,2019-12-31,Cummins Inc.,547786359.0
212,2019-12-31,PACCAR Inc.,546609792.0
213,2019-12-31,SBA Communications Corp. Class A,542141949.0
214,2019-12-31,Paychex Inc.,541424422.0
215,2019-12-31,Edison International,540271853.0
216,2019-12-31,Tyson Foods Inc. Class A,536926608.0
217,2019-12-31,Discover Financial Services,531228932.0
218,2019-12-31,Parker-Hannifin Corp.,528286633.0
219,2019-12-31,Agilent Technologies Inc.,527510631.0
220,2019-12-31,FirstEnergy Corp.,524655468.0
221,2019-12-31,Centene Corp.,519753709.0
222,2019-12-31,Willis Towers Watson plc,518734789.0
223,2019-12-31,PPL Corp.,518300808.0
224,2019-12-31,Archer-Daniels-Midland Co.,515509752.0
225,2019-12-31,Southwest Airlines Co.,510849392.0
226,2019-12-31,Stanley Black & Decker Inc.,503356855.0
227,2019-12-31,Pioneer Natural Resources Co.,500949327.0
228,2019-12-31,Microchip Technology Inc.,499997997.0
229,2019-12-31,Digital Realty Trust Inc.,499326696.0
230,2019-12-31,FleetCor Technologies Inc.,498870803.0
231,2019-12-31,DTE Energy Co.,498486774.0
232,2019-12-31,McKesson Corp.,497952968.0
233,2019-12-31,Twitter Inc.,497134281.0
234,2019-12-31,T-Mobile US Inc.,496010735.0
235,2019-12-31,Xilinx Inc.,491203715.0
236,2019-12-31,Verisk Analytics Inc. Class A,488884800.0
237,2019-12-31,Monster Beverage Corp.,484713580.0
238,2019-12-31,LyondellBasell Industries NV Class A,484597557.0
239,2019-12-31,Aptiv plc,484267130.0
240,2019-12-31,Realty Income Corp.,479474658.0
241,2019-12-31,Alexion Pharmaceuticals Inc.,478151590.0
242,2019-12-31,Entergy Corp.,476616992.0
243,2019-12-31,Rockwell Automation Inc.,467861263.0
244,2019-12-31,Las Vegas Sands Corp.,466267716.0
245,2019-12-31,Kroger Co.,464512568.0
246,2019-12-31,Cerner Corp.,460567385.0
247,2019-12-31,Royal Caribbean Cruises Ltd.,458528747.0
248,2019-12-31,AMETEK Inc.,455525446.0
249,2019-12-31,ViacomCBS Inc. Class B,453131162.0
250,2019-12-31,Fortive Corp.,450994720.0
251,2019-12-31,Cintas Corp.,450693662.0
252,2019-12-31,Northern Trust Corp.,449719020.0
253,2019-12-31,Weyerhaeuser Co.,449586977.0
254,2019-12-31,IDEXX Laboratories Inc.,447640536.0
255,2019-12-31,M&T Bank Corp.,447521601.0
256,2019-12-31,Corning Inc.,447293548.0
257,2019-12-31,ResMed Inc.,445190532.0
258,2019-12-31,Dollar Tree Inc.,444697744.0
259,2019-12-31,American Water Works Co. Inc.,443703242.0
260,2019-12-31,Corteva Inc.,441997053.0
261,2019-12-31,ANSYS Inc.,440184743.0
262,2019-12-31,Hartford Financial Services Group Inc.,437593406.0
263,2019-12-31,MSCI Inc. Class A,436919305.0
264,2019-12-31,Fifth Third Bancorp,435849672.0
265,2019-12-31,Hershey Co.,435542894.0
266,2019-12-31,Ventas Inc.,429977828.0
267,2019-12-31,Halliburton Co.,429074598.0
268,2019-12-31,Synchrony Financial,427739708.0
269,2019-12-31,Chipotle Mexican Grill Inc. Class A,427657734.0
270,2019-12-31,Fastenal Co.,423419657.0
271,2019-12-31,Ball Corp.,422716813.0
272,2019-12-31,Ameriprise Financial Inc.,421645630.0
273,2019-12-31,McCormick & Co. Inc./MD,419049792.0
274,2019-12-31,Synopsys Inc.,418113091.0
275,2019-12-31,Skyworks Solutions Inc.,411476608.0
276,2019-12-31,CDW Corp./DE,410052645.0
277,2019-12-31,Hewlett Packard Enterprise Co.,410017890.0
278,2019-12-31,CBRE Group Inc. Class A,409936020.0
279,2019-12-31,Carnival Corp.,406774191.0
280,2019-12-31,Align Technology Inc.,399842555.0
281,2019-12-31,Kraft Heinz Co.,399759147.0
282,2019-12-31,Best Buy Co. Inc.,399485434.0
283,2019-12-31,KeyCorp,398302717.0
284,2019-12-31,VeriSign Inc.,397763775.0
285,2019-12-31,Essex Property Trust Inc.,397206504.0
286,2019-12-31,Boston Properties Inc.,396058132.0
287,2019-12-31,Cadence Design Systems Inc.,388851234.0
288,2019-12-31,Mettler-Toledo International Inc.,385955312.0
289,2019-12-31,Clorox Co.,385092753.0
290,2019-12-31,Keysight Technologies Inc.,384622346.0
291,2019-12-31,United Airlines Holdings Inc.,382996469.0
292,2019-12-31,Vulcan Materials Co.,380744262.0
293,2019-12-31,Freeport-McMoRan Inc.,380321694.0
294,2019-12-31,Ameren Corp.,377488051.0
295,2019-12-31,Republic Services Inc. Class A,377174602.0
296,2019-12-31,Western Digital Corp.,377121413.0
297,2019-12-31,Alexandria Real Estate Equities Inc.,371715598.0
298,2019-12-31,Copart Inc.,371667233.0
299,2019-12-31,International Paper Co.,360786876.0
300,2019-12-31,CMS Energy Corp.,356333152.0
301,2019-12-31,Arthur J Gallagher & Co.,354830504.0
302,2019-12-31,DR Horton Inc.,353283419.0
303,2019-12-31,Citizens Financial Group Inc.,352694479.0
304,2019-12-31,Omnicom Group Inc.,352430518.0
305,2019-12-31,Concho Resources Inc.,351692679.0
306,2019-12-31,Amcor plc,350908588.0
307,2019-12-31,Martin Marietta Materials Inc.,349170249.0
308,2019-12-31,Teleflex Inc.,348131336.0
309,2019-12-31,Hess Corp.,345689304.0
310,2019-12-31,Church & Dwight Co. Inc.,344849939.0
311,2019-12-31,Kellogg Co.,344035728.0
312,2019-12-31,MGM Resorts International,342283124.0
313,2019-12-31,Nucor Corp.,340924204.0
314,2019-12-31,Healthpeak Properties Inc.,340839291.0
315,2019-12-31,Equifax Inc.,338916511.0
316,2019-12-31,Dover Corp.,334523363.0
317,2019-12-31,Conagra Brands Inc.,332878575.0
318,2019-12-31,Baker Hughes Co. Class A,332729224.0
319,2019-12-31,Maxim Integrated Products Inc.,332453677.0
320,2019-12-31,WellCare Health Plans Inc.,331860390.0
321,2019-12-31,Regions Financial Corp.,330690909.0
322,2019-12-31,Laboratory Corp. of America Holdings,328136173.0
323,2019-12-31,Cincinnati Financial Corp.,319109220.0
324,2019-12-31,Cooper Cos. Inc.,318164170.0
325,2019-12-31,Incyte Corp.,311843384.0
326,2019-12-31,Huntington Bancshares Inc./OH,311107473.0
327,2019-12-31,Lennar Corp. Class A,308546818.0
328,2019-12-31,Genuine Parts Co.,308336081.0
329,2019-12-31,Kansas City Southern,303205338.0
330,2019-12-31,Fortinet Inc.,302733247.0
331,2019-12-31,Expedia Group Inc.,301867619.0
332,2019-12-31,Waters Corp.,300710821.0
333,2019-12-31,Mid-America Apartment Communities Inc.,300417957.0
334,2019-12-31,Diamondback Energy Inc.,298889968.0
335,2019-12-31,Celanese Corp. Class A,297248985.0
336,2019-12-31,Evergy Inc.,296292088.0
337,2019-12-31,Cardinal Health Inc.,295500145.0
338,2019-12-31,WW Grainger Inc.,295011040.0
339,2019-12-31,NortonLifeLock Inc.,292287527.0
340,2019-12-31,Ulta Beauty Inc.,289018798.0
341,2019-12-31,Tiffany & Co.,288184550.0
342,2019-12-31,CarMax Inc.,287951852.0
343,2019-12-31,Quest Diagnostics Inc.,287316786.0
344,2019-12-31,MarketAxess Holdings Inc.,287142463.0
345,2019-12-31,First Republic Bank/CA,286794930.0
346,2019-12-31,Principal Financial Group Inc.,283882445.0
347,2019-12-31,NetApp Inc.,283753926.0
348,2019-12-31,Xylem Inc./NY,283382102.0
349,2019-12-31,Westinghouse Air Brake Technologies Corp.,282969570.0
350,2019-12-31,Broadridge Financial Solutions Inc.,282905859.0
351,2019-12-31,Garmin Ltd.,281542160.0
352,2019-12-31,Hologic Inc.,279618904.0
353,2019-12-31,Akamai Technologies Inc.,278802248.0
354,2019-12-31,Take-Two Interactive Software Inc.,276759137.0
355,2019-12-31,Gartner Inc.,275331703.0
356,2019-12-31,International Flavors & Fragrances Inc.,275128441.0
357,2019-12-31,Seagate Technology plc,274734408.0
358,2019-12-31,CenterPoint Energy Inc.,273558705.0
359,2019-12-31,UDR Inc.,273317821.0
360,2019-12-31,Extra Space Storage Inc.,273196798.0
361,2019-12-31,Masco Corp.,272344066.0
362,2019-12-31,Citrix Systems Inc.,271119781.0
363,2019-12-31,Qorvo Inc.,269671616.0
364,2019-12-31,Hasbro Inc.,268432528.0
365,2019-12-31,Loews Corp.,268132882.0
366,2019-12-31,Wynn Resorts Ltd.,268127696.0
367,2019-12-31,Darden Restaurants Inc.,267015635.0
368,2019-12-31,Zebra Technologies Corp.,266652028.0
369,2019-12-31,Atmos Energy Corp.,266629160.0
370,2019-12-31,Host Hotels & Resorts Inc.,265713354.0
371,2019-12-31,Cboe Global Markets Inc.,265670400.0
372,2019-12-31,Expeditors International of Washington Inc.,265582109.0
373,2019-12-31,NVR Inc.,264204635.0
374,2019-12-31,AES Corp./VA,263865085.0
375,2019-12-31,Alliant Energy Corp.,262647956.0
376,2019-12-31,IDEX Corp.,261269204.0
377,2019-12-31,Leidos Holdings Inc.,260170084.0
378,2019-12-31,CenturyLink Inc.,258869237.0
379,2019-12-31,SVB Financial Group,258557644.0
380,2019-12-31,FMC Corp.,258380476.0
381,2019-12-31,STERIS plc,258211674.0
382,2019-12-31,Varian Medical Systems Inc.,257910609.0
383,2019-12-31,Fox Corp. Class A,257858957.0
384,2019-12-31,AmerisourceBergen Corp. Class A,255248999.0
385,2019-12-31,Berkshire Hathaway Inc. Class A,254692500.0
386,2019-12-31,Duke Realty Corp.,254482688.0
387,2019-12-31,Dentsply Sirona Inc.,251347880.0
388,2019-12-31,Lamb Weston Holdings Inc.,250958457.0
389,2019-12-31,Hormel Foods Corp.,250501333.0
390,2019-12-31,United Rentals Inc.,250317768.0
391,2019-12-31,Norwegian Cruise Line Holdings Ltd.,248179884.0
392,2019-12-31,Brown-Forman Corp. Class B,245963276.0
393,2019-12-31,Nasdaq Inc.,245648951.0
394,2019-12-31,Jacobs Engineering Group Inc.,243306891.0
395,2019-12-31,Old Dominion Freight Line Inc.,242007646.0
396,2019-12-31,Arconic Inc.,238022689.0
397,2019-12-31,Noble Energy Inc.,237257472.0
398,2019-12-31,JM Smucker Co.,237175651.0
399,2019-12-31,Lincoln National Corp.,233731942.0
400,2019-12-31,Allegion plc,231312875.0
401,2019-12-31,Universal Health Services Inc. Class B,230100515.0
402,2019-12-31,Everest Re Group Ltd.,225418631.0
403,2019-12-31,Western Union Co.,224205213.0
404,2019-12-31,Jack Henry & Associates Inc.,223846719.0
405,2019-12-31,American Airlines Group Inc.,223292241.0
406,2019-12-31,Advance Auto Parts Inc.,221479819.0
407,2019-12-31,Westrock Co.,221015550.0
408,2019-12-31,Tractor Supply Co.,220906737.0
409,2019-12-31,Raymond James Financial Inc.,220576244.0
410,2019-12-31,Arista Networks Inc.,220342813.0
411,2019-12-31,LKQ Corp.,218466828.0
412,2019-12-31,Avery Dennison Corp.,218160796.0
413,2019-12-31,Marathon Oil Corp.,217116999.0
414,2019-12-31,PerkinElmer Inc.,215386152.0
415,2019-12-31,Eastman Chemical Co.,215204295.0
416,2019-12-31,Packaging Corp. of America,211715079.0
417,2019-12-31,CH Robinson Worldwide Inc.,211241113.0
418,2019-12-31,Regency Centers Corp.,211158760.0
419,2019-12-31,Vornado Realty Trust,210357588.0
420,2019-12-31,Globe Life Inc.,209617795.0
421,2019-12-31,NiSource Inc.,207644222.0
422,2019-12-31,CF Industries Holdings Inc.,207396787.0
423,2019-12-31,Mylan NV,207133776.0
424,2019-12-31,Comerica Inc.,206510994.0
425,2019-12-31,Huntington Ingalls Industries Inc.,204872622.0
426,2019-12-31,E*TRADE Financial Corp.,204811386.0
427,2019-12-31,Discovery Communications Inc.,204217386.0
428,2019-12-31,Textron Inc.,203257096.0
429,2019-12-31,Molson Coors Brewing Co. Class B,202161490.0
430,2019-12-31,Pinnacle West Capital Corp.,202131344.0
431,2019-12-31,Live Nation Entertainment Inc.,201217496.0
432,2019-12-31,Devon Energy Corp.,200664944.0
433,2019-12-31,WR Berkley Corp.,200445004.0
434,2019-12-31,NRG Energy Inc.,199939121.0
435,2019-12-31,JB Hunt Transport Services Inc.,198960188.0
436,2019-12-31,PulteGroup Inc.,197353794.0
437,2019-12-31,Henry Schein Inc.,195749208.0
438,2019-12-31,National Oilwell Varco Inc.,193238456.0
439,2019-12-31,DXC Technology Co.,192412798.0
440,2019-12-31,Apache Corp.,192117386.0
441,2019-12-31,Whirlpool Corp.,186257363.0
442,2019-12-31,Snap-on Inc.,185766750.0
443,2019-12-31,Iron Mountain Inc.,182993843.0
444,2019-12-31,Fortune Brands Home & Security Inc.,181637425.0
445,2019-12-31,DISH Network Corp. Class A,181567489.0
446,2019-12-31,Federal Realty Investment Trust,180779143.0
447,2019-12-31,TechnipFMC plc,180147778.0
448,2019-12-31,Interpublic Group of Cos. Inc.,179104164.0
449,2019-12-31,BorgWarner Inc.,178865501.0
450,2019-12-31,Zions Bancorp NA,176964284.0
451,2019-12-31,Kimco Realty Corp.,174648859.0
452,2019-12-31,F5 Networks Inc.,169732705.0
453,2019-12-31,Campbell Soup Co.,166936164.0
454,2019-12-31,Alaska Air Group Inc.,166621301.0
455,2019-12-31,Juniper Networks Inc.,164825167.0
456,2019-12-31,Mohawk Industries Inc.,162100450.0
457,2019-12-31,Kohl's Corp.,159512833.0
458,2019-12-31,PVH Corp.,155917051.0
459,2019-12-31,Albemarle Corp.,154859481.0
460,2019-12-31,Pentair plc,154164254.0
461,2019-12-31,ABIOMED Inc.,153889580.0
462,2019-12-31,Apartment Investment & Management Co.,153747588.0
463,2019-12-31,Assurant Inc.,151696131.0
464,2019-12-31,Mosaic Co.,151291494.0
465,2019-12-31,HollyFrontier Corp.,150553629.0
466,2019-12-31,People's United Financial Inc.,150079081.0
467,2019-12-31,SL Green Realty Corp.,149762930.0
468,2019-12-31,Tapestry Inc.,148832246.0
469,2019-12-31,Robert Half International Inc.,148453209.0
470,2019-12-31,Newell Brands Inc.,146454862.0
471,2019-12-31,Franklin Resources Inc.,144897864.0
472,2019-12-31,News Corp. Class A,144572931.0
473,2019-12-31,Nielsen Holdings plc,144429993.0
474,2019-12-31,Cabot Oil & Gas Corp.,142000922.0
475,2019-12-31,Perrigo Co. plc,140593982.0
476,2019-12-31,FLIR Systems Inc.,139647783.0
477,2019-12-31,Xerox Holdings Corp.,137056814.0
478,2019-12-31,DaVita Inc.,134544246.0
479,2019-12-31,Invesco Ltd.,133821832.0
480,2019-12-31,Leggett & Platt Inc.,133603402.0
481,2019-12-31,AO Smith Corp.,130585480.0
482,2019-12-31,Flowserve Corp.,130032437.0
483,2019-12-31,Sealed Air Corp.,122863362.0
484,2019-12-31,Fox Corp. Class B,122827068.0
485,2019-12-31,Unum Group,120278731.0
486,2019-12-31,Ralph Lauren Corp. Class A,116619599.0
487,2019-12-31,Quanta Services Inc.,115721961.0
488,2019-12-31,Capri Holdings Ltd.,115439611.0
489,2019-12-31,Harley-Davidson Inc.,114756848.0
490,2019-12-31,Hanesbrands Inc.,107179741.0
491,2019-12-31,Cimarex Energy Co.,106862869.0
492,2019-12-31,Macy's Inc.,104839714.0
493,2019-12-31,Discovery Communications Inc. Class A,103522636.0
494,2019-12-31,IPG Photonics Corp.,102806393.0
495,2019-12-31,Helmerich & Payne Inc.,98518680.0
496,2019-12-31,Rollins Inc.,93212859.0
497,2019-12-31,Alliance Data Systems Corp.,91782405.0
498,2019-12-31,H&R Block Inc.,91666413.0
499,2019-12-31,Nordstrom Inc.,87592738.0
500,2019-12-31,L Brands Inc.,83984823.0
501,2019-12-31,Under Armour Inc. Class A,81205178.0
502,2019-12-31,Gap Inc.,75081621.0
503,2019-12-31,Under Armour Inc. Class C,74717915.0
504,2019-12-31,Coty Inc. Class A,66573664.0
505,2019-12-31,Macerich Co.,3955086.0
506,2019-12-31,Lennar Corp. Class B,3440783.0
507,2019-12-31,News Corp. Class B,213573.0
508,2019-12-31,Wyndham Hotels & Resorts Inc.,13567.0
