,date,holding,marketValue
67,2019-12-31,Sirius XM Holdings Inc.,139065255.0
68,2019-12-31,Vail Resorts Inc.,138128410.0
69,2019-12-31,Black Knight Inc.,136582439.0
70,2019-12-31,Cognex Corp.,135976297.0
71,2019-12-31,AGNC Investment Corp.,135951191.0
72,2019-12-31,Apollo Global Management LLC,135340961.0
73,2019-12-31,Targa Resources Corp.,134434939.0
74,2019-12-31,Liberty Property Trust,134182626.0
75,2019-12-31,Liberty Media Corp-Liberty Formula One,133973036.0
76,2019-12-31,UGI Corp.,133729056.0
77,2019-12-31,DocuSign Inc. Class A,131445202.0
78,2019-12-31,National Retail Properties Inc.,131155324.0
79,2019-12-31,Omega Healthcare Investors Inc.,131154689.0
80,2019-12-31,Coupa Software Inc.,130473574.0
81,2019-12-31,Brown & Brown Inc.,130432840.0
82,2019-12-31,US Foods Holding Corp.,130341321.0
83,2019-12-31,Carlisle Cos. Inc.,130194454.0
84,2019-12-31,Sarepta Therapeutics Inc.,129902890.0
85,2019-12-31,WEX Inc.,128682589.0
86,2019-12-31,Guidewire Software Inc.,128588530.0
87,2019-12-31,Jones Lang LaSalle Inc.,128130588.0
88,2019-12-31,Liberty Global plc,127905788.0
89,2019-12-31,OGE Energy Corp.,125763339.0
90,2019-12-31,Lyft Inc. Class A,124572240.0
91,2019-12-31,Bright Horizons Family Solutions Inc.,124504594.0
92,2019-12-31,Gaming and Leisure Properties Inc.,124331801.0
93,2019-12-31,Universal Display Corp.,123779243.0
94,2019-12-31,Graco Inc.,123125288.0
95,2019-12-31,Zendesk Inc.,122541255.0
96,2019-12-31,RenaissanceRe Holdings Ltd.,122523085.0
97,2019-12-31,Cypress Semiconductor Corp.,121823451.0
98,2019-12-31,Lennox International Inc.,121229425.0
99,2019-12-31,Sensata Technologies Holding plc,121091787.0
100,2019-12-31,Pool Corp.,120827017.0
101,2019-12-31,Molina Healthcare Inc.,120790152.0
102,2019-12-31,Euronet Worldwide Inc.,120781242.0
103,2019-12-31,Toro Co.,120509001.0
104,2019-12-31,Jazz Pharmaceuticals plc,120290869.0
105,2019-12-31,Service Corp. International/US,119754364.0
106,2019-12-31,Altice USA Inc. Class A,119608098.0
107,2019-12-31,Bio-Techne Corp.,118993517.0
108,2019-12-31,Nordson Corp.,118221840.0
109,2019-12-31,American Financial Group Inc./OH,117644472.0
110,2019-12-31,Catalent Inc.,117230056.0
111,2019-12-31,Aspen Technology Inc.,117178147.0
112,2019-12-31,SEI Investments Co.,116935494.0
113,2019-12-31,Zayo Group Holdings Inc.,116088276.0
114,2019-12-31,Voya Financial Inc.,116009328.0
115,2019-12-31,Kilroy Realty Corp.,115802220.0
116,2019-12-31,Bunge Ltd.,115271844.0
117,2019-12-31,Hubbell Inc. Class B,114762718.0
118,2019-12-31,Royal Gold Inc.,114138468.0
119,2019-12-31,Bio-Rad Laboratories Inc. Class A,113638433.0
120,2019-12-31,Reliance Steel & Aluminum Co.,113415714.0
121,2019-12-31,STORE Capital Corp.,113153703.0
122,2019-12-31,Dell Technologies Inc.,112812253.0
123,2019-12-31,PTC Inc.,110327723.0
124,2019-12-31,Masimo Corp.,110144427.0
125,2019-12-31,Ionis Pharmaceuticals Inc.,110079948.0
126,2019-12-31,Keurig Dr Pepper Inc.,109847127.0
127,2019-12-31,Lamar Advertising Co. Class A,108753670.0
128,2019-12-31,Hill-Rom Holdings Inc.,107741559.0
129,2019-12-31,Caesars Entertainment Corp.,107473198.0
130,2019-12-31,Lear Corp.,107108884.0
131,2019-12-31,Spirit AeroSystems Holdings Inc. Class A,106883767.0
132,2019-12-31,Cable One Inc.,106342251.0
133,2019-12-31,Charles River Laboratories International Inc.,105850612.0
134,2019-12-31,LPL Financial Holdings Inc.,105780584.0
135,2019-12-31,AptarGroup Inc.,105608580.0
136,2019-12-31,CyrusOne Inc.,105247296.0
137,2019-12-31,Signature Bank/New York NY,104375778.0
138,2019-12-31,XPO Logistics Inc.,104224886.0
139,2019-12-31,Donaldson Co. Inc.,103596323.0
140,2019-12-31,Gentex Corp.,103577476.0
141,2019-12-31,Liberty Media Corp-Liberty SiriusXM Class C,103482659.0
142,2019-12-31,Steel Dynamics Inc.,103180278.0
143,2019-12-31,Post Holdings Inc.,102973926.0
144,2019-12-31,Douglas Emmett Inc.,102536001.0
145,2019-12-31,Monolithic Power Systems Inc.,102424341.0
146,2019-12-31,TCF Financial Corp.,101860855.0
147,2019-12-31,Five Below Inc.,100542327.0
148,2019-12-31,East West Bancorp Inc.,100402063.0
149,2019-12-31,Chemed Corp.,100346311.0
150,2019-12-31,Owens Corning,99939534.0
151,2019-12-31,PRA Health Sciences Inc.,99839376.0
152,2019-12-31,Commerce Bancshares Inc./MO,99771996.0
153,2019-12-31,Starwood Property Trust Inc.,99470876.0
154,2019-12-31,WABCO Holdings Inc.,98404707.0
155,2019-12-31,Arrow Electronics Inc.,97440577.0
156,2019-12-31,Encompass Health Corp.,96901734.0
157,2019-12-31,Ceridian HCM Holding Inc.,96841206.0
158,2019-12-31,Prosperity Bancshares Inc.,96070345.0
159,2019-12-31,Horizon Therapeutics plc,95807210.0
160,2019-12-31,Entegris Inc.,95579634.0
161,2019-12-31,Americold Realty Trust,95466592.0
162,2019-12-31,GCI Liberty Inc. Class A,95361195.0
163,2019-12-31,AECOM,95357238.0
164,2019-12-31,Woodward Inc.,95185964.0
165,2019-12-31,American Homes 4 Rent Class A,94755729.0
166,2019-12-31,New Residential Investment Corp.,94557838.0
167,2019-12-31,CDK Global Inc.,94183129.0
168,2019-12-31,HD Supply Holdings Inc.,93977328.0
169,2019-12-31,Autoliv Inc.,93801541.0
170,2019-12-31,Ciena Corp.,93714582.0
171,2019-12-31,First American Financial Corp.,92729150.0
172,2019-12-31,American Campus Communities Inc.,92338326.0
173,2019-12-31,ITT Inc.,92134432.0
174,2019-12-31,Proofpoint Inc.,92067219.0
175,2019-12-31,Genpact Ltd.,91903147.0
176,2019-12-31,HEICO Corp. Class A,91862883.0
177,2019-12-31,Oshkosh Corp.,91315575.0
178,2019-12-31,Brixmor Property Group Inc.,90880552.0
179,2019-12-31,Old Republic International Corp.,90638386.0
180,2019-12-31,Arrowhead Pharmaceuticals Inc.,90191624.0
181,2019-12-31,HubSpot Inc.,90190938.0
182,2019-12-31,Axalta Coating Systems Ltd.,89794973.0
183,2019-12-31,Medicines Co.,89759411.0
184,2019-12-31,Healthcare Trust of America Inc. Class A,89662502.0
185,2019-12-31,IAA Inc.,89096345.0
186,2019-12-31,Dunkin' Brands Group Inc.,89081905.0
187,2019-12-31,Berry Global Group Inc.,88783980.0
188,2019-12-31,Generac Holdings Inc.,88768361.0
189,2019-12-31,CACI International Inc. Class A,88710451.0
190,2019-12-31,Ingredion Inc.,88121433.0
191,2019-12-31,Park Hotels & Resorts Inc.,88071336.0
192,2019-12-31,Sonoco Products Co.,87881380.0
193,2019-12-31,Middleby Corp.,87534736.0
194,2019-12-31,Hexcel Corp.,87339115.0
195,2019-12-31,Credit Acceptance Corp.,87249593.0
196,2019-12-31,Sabre Corp.,87232201.0
197,2019-12-31,Planet Fitness Inc. Class A,86951418.0
198,2019-12-31,Lumentum Holdings Inc.,86915813.0
199,2019-12-31,CubeSmart,86762122.0
200,2019-12-31,Uber Technologies Inc.,86442433.0
201,2019-12-31,Curtiss-Wright Corp.,85899506.0
202,2019-12-31,MKS Instruments Inc.,85635524.0
203,2019-12-31,Teladoc Health Inc.,85546938.0
204,2019-12-31,Cousins Properties Inc.,85518758.0
205,2019-12-31,Wyndham Hotels & Resorts Inc.,85026902.0
206,2019-12-31,MDU Resources Group Inc.,84752499.0
207,2019-12-31,Lincoln Electric Holdings Inc.,84627820.0
208,2019-12-31,BWX Technologies Inc.,84007649.0
209,2019-12-31,Casey's General Stores Inc.,83770559.0
210,2019-12-31,Watsco Inc.,83461874.0
211,2019-12-31,Haemonetics Corp.,83033174.0
212,2019-12-31,Stericycle Inc.,82992243.0
213,2019-12-31,Polaris Inc.,82967572.0
214,2019-12-31,Hudson Pacific Properties Inc.,82449886.0
215,2019-12-31,Skechers U.S.A. Inc. Class A,82118227.0
216,2019-12-31,Zynga Inc. Class A,81945258.0
217,2019-12-31,Jabil Inc.,81740573.0
218,2019-12-31,WPX Energy Inc.,81297849.0
219,2019-12-31,Synovus Financial Corp.,81048509.0
220,2019-12-31,Allison Transmission Holdings Inc.,80829889.0
221,2019-12-31,Williams-Sonoma Inc.,80801699.0
222,2019-12-31,ManpowerGroup Inc.,80747098.0
223,2019-12-31,Popular Inc.,80284460.0
224,2019-12-31,New York Community Bancorp Inc.,79720919.0
225,2019-12-31,EPR Properties,79023838.0
226,2019-12-31,Cullen/Frost Bankers Inc.,78969279.0
227,2019-12-31,Zillow Group Inc.,78578854.0
228,2019-12-31,Athene Holding Ltd. Class A,78446416.0
229,2019-12-31,Howard Hughes Corp.,77625312.0
230,2019-12-31,Acuity Brands Inc.,77377152.0
231,2019-12-31,Performance Food Group Co.,77255676.0
232,2019-12-31,IDACORP Inc.,77104367.0
233,2019-12-31,Jefferies Financial Group Inc.,76752620.0
234,2019-12-31,Primerica Inc.,76709353.0
235,2019-12-31,Nexstar Media Group Inc. Class A,76666258.0
236,2019-12-31,JetBlue Airways Corp.,76555459.0
237,2019-12-31,Amedisys Inc.,76409800.0
238,2019-12-31,Western Alliance Bancorp,76222053.0
239,2019-12-31,Kirby Corp.,76136312.0
240,2019-12-31,Hanover Insurance Group Inc.,76051115.0
241,2019-12-31,Exelixis Inc.,75863280.0
242,2019-12-31,Parsley Energy Inc. Class A,75829346.0
243,2019-12-31,Eaton Vance Corp.,74795933.0
244,2019-12-31,First Industrial Realty Trust Inc.,74787695.0
245,2019-12-31,Etsy Inc.,74618477.0
246,2019-12-31,Penumbra Inc.,74408068.0
247,2019-12-31,HealthEquity Inc.,74388353.0
248,2019-12-31,SYNNEX Corp.,74370537.0
249,2019-12-31,ServiceMaster Global Holdings Inc.,74209300.0
250,2019-12-31,Trex Co. Inc.,74062288.0
251,2019-12-31,Reata Pharmaceuticals Inc. Class A,73584170.0
252,2019-12-31,Bruker Corp.,73232931.0
253,2019-12-31,EastGroup Properties Inc.,72909329.0
254,2019-12-31,First Horizon National Corp.,72848748.0
255,2019-12-31,Essent Group Ltd.,72625403.0
256,2019-12-31,Wayfair Inc.,72621693.0
257,2019-12-31,Highwoods Properties Inc.,72276068.0
258,2019-12-31,Manhattan Associates Inc.,72210754.0
259,2019-12-31,Life Storage Inc.,72194066.0
260,2019-12-31,Hawaiian Electric Industries Inc.,72031364.0
261,2019-12-31,Toll Brothers Inc.,71972522.0
262,2019-12-31,Rexford Industrial Realty Inc.,71770451.0
263,2019-12-31,Radian Group Inc.,71763516.0
264,2019-12-31,Nuance Communications Inc.,71623449.0
265,2019-12-31,Tech Data Corp.,71582302.0
266,2019-12-31,Madison Square Garden Co. Class A,71511411.0
267,2019-12-31,Portland General Electric Co.,71076795.0
268,2019-12-31,Axis Capital Holdings Ltd.,71047384.0
269,2019-12-31,Silicon Laboratories Inc.,70879553.0
270,2019-12-31,Blackstone Mortgage Trust Inc. Class A,70756485.0
271,2019-12-31,Cree Inc.,70693124.0
272,2019-12-31,National Instruments Corp.,70531750.0
273,2019-12-31,ONE Gas Inc.,70249081.0
274,2019-12-31,Air Lease Corp. Class A,70169553.0
275,2019-12-31,MGIC Investment Corp.,69886171.0
276,2019-12-31,Webster Financial Corp.,69836234.0
277,2019-12-31,Spirit Realty Capital Inc.,69471471.0
278,2019-12-31,Black Hills Corp.,69325137.0
279,2019-12-31,Alteryx Inc. Class A,69285466.0
280,2019-12-31,EMCOR Group Inc.,69218468.0
281,2019-12-31,Bluebird Bio Inc.,69086189.0
282,2019-12-31,Churchill Downs Inc.,68680811.0
283,2019-12-31,Brunswick Corp./DE,68680339.0
284,2019-12-31,Gardner Denver Holdings Inc.,68490547.0
285,2019-12-31,Graphic Packaging Holding Co.,68407524.0
286,2019-12-31,Kemper Corp.,68380033.0
287,2019-12-31,Carter's Inc.,68335313.0
288,2019-12-31,First Financial Bankshares Inc.,68296246.0
289,2019-12-31,Avalara Inc.,68278230.0
290,2019-12-31,Huntsman Corp.,68046133.0
291,2019-12-31,Marriott Vacations Worldwide Corp.,68026226.0
292,2019-12-31,ACADIA Pharmaceuticals Inc.,67931988.0
293,2019-12-31,AGCO Corp.,67839173.0
294,2019-12-31,Global Blood Therapeutics Inc.,67654336.0
295,2019-12-31,JBG SMITH Properties,67468231.0
296,2019-12-31,Cirrus Logic Inc.,67438987.0
297,2019-12-31,MAXIMUS Inc.,67298699.0
298,2019-12-31,Deckers Outdoor Corp.,67013611.0
299,2019-12-31,Ryman Hospitality Properties Inc.,66948750.0
300,2019-12-31,Envista Holdings Corp.,66866743.0
301,2019-12-31,Mattel Inc.,66805917.0
302,2019-12-31,Tetra Tech Inc.,66519483.0
303,2019-12-31,Wyndham Destinations Inc.,66349698.0
304,2019-12-31,First Citizens BancShares Inc./NC Class A,66130286.0
305,2019-12-31,Assured Guaranty Ltd.,65943910.0
306,2019-12-31,Littelfuse Inc.,65790748.0
307,2019-12-31,New York Times Co. Class A,65523052.0
308,2019-12-31,Pinnacle Financial Partners Inc.,65504128.0
309,2019-12-31,Ashland Global Holdings Inc.,65461543.0
310,2019-12-31,Carvana Co. Class A,65355960.0
311,2019-12-31,HEICO Corp.,65304644.0
312,2019-12-31,Armstrong World Industries Inc.,65253144.0
313,2019-12-31,Grand Canyon Education Inc.,65220825.0
314,2019-12-31,SolarEdge Technologies Inc.,65103654.0
315,2019-12-31,Brink's Co.,64880633.0
316,2019-12-31,PacWest Bancorp,64681658.0
317,2019-12-31,MongoDB Inc.,64652623.0
318,2019-12-31,Nutanix Inc.,64593257.0
319,2019-12-31,Darling Ingredients Inc.,64474207.0
320,2019-12-31,MSA Safety Inc.,64453456.0
321,2019-12-31,Globus Medical Inc.,64246088.0
322,2019-12-31,Landstar System Inc.,64154244.0
323,2019-12-31,NCR Corp.,63967643.0
324,2019-12-31,Lazard Ltd. Class A,63940875.0
325,2019-12-31,Valley National Bancorp,63928499.0
326,2019-12-31,Anaplan Inc.,63916839.0
327,2019-12-31,Healthcare Realty Trust Inc.,63899179.0
328,2019-12-31,Helen of Troy Ltd.,63709306.0
329,2019-12-31,Match Group Inc.,63037736.0
330,2019-12-31,Herbalife Nutrition Ltd.,62841931.0
331,2019-12-31,Grubhub Inc.,62692728.0
332,2019-12-31,Crane Co.,62345888.0
333,2019-12-31,Mirati Therapeutics Inc.,62275332.0
334,2019-12-31,ACI Worldwide Inc.,62237023.0
335,2019-12-31,Clean Harbors Inc.,62145255.0
336,2019-12-31,Knight-Swift Transportation Holdings Inc.,61960407.0
337,2019-12-31,Chegg Inc.,61939595.0
338,2019-12-31,Dolby Laboratories Inc. Class A,61932384.0
339,2019-12-31,Axon Enterprise Inc.,61845975.0
340,2019-12-31,Paylocity Holding Corp.,61654929.0
341,2019-12-31,Repligen Corp.,61483363.0
342,2019-12-31,j2 Global Inc.,61411630.0
343,2019-12-31,CIT Group Inc.,61060332.0
344,2019-12-31,KBR Inc.,60960381.0
345,2019-12-31,New Jersey Resources Corp.,60796243.0
346,2019-12-31,RealPage Inc.,60619143.0
347,2019-12-31,Spire Inc.,60425160.0
348,2019-12-31,First Solar Inc.,60369816.0
349,2019-12-31,ALLETE Inc.,60150866.0
350,2019-12-31,Sterling Bancorp/DE,60116471.0
351,2019-12-31,Brighthouse Financial Inc.,60082275.0
352,2019-12-31,Science Applications International Corp.,60071994.0
353,2019-12-31,Scotts Miracle-Gro Co.,59803761.0
354,2019-12-31,ViaSat Inc.,59772574.0
355,2019-12-31,Rayonier Inc.,59729244.0
356,2019-12-31,Cabot Microelectronics Corp.,59723513.0
357,2019-12-31,CoreSite Realty Corp.,59650195.0
358,2019-12-31,Avnet Inc.,59622555.0
359,2019-12-31,FTI Consulting Inc.,59609776.0
360,2019-12-31,LogMeIn Inc.,59463176.0
361,2019-12-31,Flowers Foods Inc.,59292067.0
362,2019-12-31,STAG Industrial Inc.,59103523.0
363,2019-12-31,Southwest Gas Holdings Inc.,59092201.0
364,2019-12-31,Foot Locker Inc.,59082834.0
365,2019-12-31,Affiliated Managers Group Inc.,58930823.0
366,2019-12-31,Stifel Financial Corp.,58887086.0
367,2019-12-31,Integra LifeSciences Holdings Corp.,58856389.0
368,2019-12-31,FNB Corp./PA,58829461.0
369,2019-12-31,Sabra Health Care REIT Inc.,58191128.0
370,2019-12-31,Smartsheet Inc. Class A,57873131.0
371,2019-12-31,LHC Group Inc.,57840465.0
372,2019-12-31,Thor Industries Inc.,57767235.0
373,2019-12-31,Service Properties Trust,57467898.0
374,2019-12-31,PNM Resources Inc.,57445404.0
375,2019-12-31,Coherent Inc.,57419695.0
376,2019-12-31,Wendy's Co.,57402167.0
377,2019-12-31,Valvoline Inc.,57395436.0
378,2019-12-31,Wintrust Financial Corp.,57116827.0
379,2019-12-31,Moderna Inc.,57111073.0
380,2019-12-31,frontdoor Inc.,57107100.0
381,2019-12-31,Two Harbors Investment Corp.,57090954.0
382,2019-12-31,Avantor Inc.,57034324.0
383,2019-12-31,NuVasive Inc.,56879703.0
384,2019-12-31,Equity Commonwealth,56744061.0
385,2019-12-31,RBC Bearings Inc.,56687303.0
386,2019-12-31,Five9 Inc.,56635281.0
387,2019-12-31,nVent Electric plc,56630155.0
388,2019-12-31,Rexnord Corp.,56569049.0
389,2019-12-31,National Fuel Gas Co.,56493370.0
390,2019-12-31,Murphy Oil Corp.,56425578.0
391,2019-12-31,Tenet Healthcare Corp.,56388830.0
392,2019-12-31,Glacier Bancorp Inc.,56205345.0
393,2019-12-31,Alcoa Corp.,55969708.0
394,2019-12-31,United Bankshares Inc./WV,55956059.0
395,2019-12-31,Tempur Sealy International Inc.,55859350.0
396,2019-12-31,Blackbaud Inc.,55833191.0
397,2019-12-31,Eldorado Resorts Inc.,55806162.0
398,2019-12-31,Selective Insurance Group Inc.,55699053.0
399,2019-12-31,Transocean Ltd.,55687821.0
400,2019-12-31,WR Grace & Co.,55566723.0
401,2019-12-31,IBERIABANK Corp.,55453146.0
402,2019-12-31,Immunomedics Inc.,55435391.0
403,2019-12-31,Blueprint Medicines Corp.,55407841.0
404,2019-12-31,Mercury Systems Inc.,55233334.0
405,2019-12-31,Umpqua Holdings Corp.,55220106.0
406,2019-12-31,Outfront Media Inc.,55103380.0
407,2019-12-31,Bank of Hawaii Corp.,55102779.0
408,2019-12-31,Wright Medical Group NV,55091198.0
409,2019-12-31,MasTec Inc.,55049857.0
410,2019-12-31,Dropbox Inc. Class A,54897660.0
411,2019-12-31,Chimera Investment Corp.,54718775.0
412,2019-12-31,United Therapeutics Corp.,54670199.0
413,2019-12-31,Pure Storage Inc. Class A,54638167.0
414,2019-12-31,Timken Co.,54498733.0
415,2019-12-31,Nektar Therapeutics Class A,54212390.0
416,2019-12-31,Aaron's Inc.,54050332.0
417,2019-12-31,Janus Henderson Group plc,54042862.0
418,2019-12-31,Liberty Media Corp-Liberty SiriusXM Class A,54007092.0
419,2019-12-31,Hancock Whitney Corp.,53931021.0
420,2019-12-31,First Hawaiian Inc.,53835658.0
421,2019-12-31,Ormat Technologies Inc.,53692256.0
422,2019-12-31,SiteOne Landscape Supply Inc.,53679213.0
423,2019-12-31,Weingarten Realty Investors,53601654.0
424,2019-12-31,Sage Therapeutics Inc.,53594578.0
425,2019-12-31,SLM Corp.,53545117.0
426,2019-12-31,ASGN Inc.,53385550.0
427,2019-12-31,Eagle Materials Inc.,53257038.0
428,2019-12-31,Liberty Global plc Class A,53043188.0
429,2019-12-31,Syneos Health Inc.,52779840.0
430,2019-12-31,Cracker Barrel Old Country Store Inc.,52586152.0
431,2019-12-31,Verint Systems Inc.,52553746.0
432,2019-12-31,Ingevity Corp.,52429835.0
433,2019-12-31,Community Bank System Inc.,52113872.0
434,2019-12-31,Bank OZK,52018712.0
435,2019-12-31,Nevro Corp.,51859471.0
436,2019-12-31,Terreno Realty Corp.,51810031.0
437,2019-12-31,Envestnet Inc.,51767259.0
438,2019-12-31,LivaNova plc,51752146.0
439,2019-12-31,Texas Roadhouse Inc. Class A,51671967.0
440,2019-12-31,Perspecta Inc.,51311341.0
441,2019-12-31,ICU Medical Inc.,51302690.0
442,2019-12-31,Interactive Brokers Group Inc.,51246569.0
443,2019-12-31,National Health Investors Inc.,51183536.0
444,2019-12-31,Cinemark Holdings Inc.,51173178.0
445,2019-12-31,NewMarket Corp.,51169741.0
446,2019-12-31,Goodyear Tire & Rubber Co.,51083787.0
447,2019-12-31,NorthWestern Corp.,50960093.0
448,2019-12-31,RLI Corp.,50839605.0
449,2019-12-31,TEGNA Inc.,50807481.0
450,2019-12-31,FireEye Inc.,50585023.0
451,2019-12-31,Floor & Decor Holdings Inc. Class A,50437258.0
452,2019-12-31,Ollie's Bargain Outlet Holdings Inc.,50384771.0
453,2019-12-31,MSC Industrial Direct Co. Inc. Class A,50383468.0
454,2019-12-31,Six Flags Entertainment Corp.,50380066.0
455,2019-12-31,Exponent Inc.,50105539.0
456,2019-12-31,Pebblebrook Hotel Trust,49976387.0
457,2019-12-31,TopBuild Corp.,49913295.0
458,2019-12-31,Q2 Holdings Inc.,49912362.0
459,2019-12-31,John Bean Technologies Corp.,49854303.0
460,2019-12-31,Strategic Education Inc.,49691367.0
461,2019-12-31,Associated Banc-Corp,49522800.0
462,2019-12-31,Physicians Realty Trust,49492152.0
463,2019-12-31,CoreLogic Inc./United States,49456291.0
464,2019-12-31,Sanderson Farms Inc.,49435701.0
465,2019-12-31,BankUnited Inc.,49347482.0
466,2019-12-31,MFA Financial Inc.,49245835.0
467,2019-12-31,Boston Beer Co. Inc. Class A,49201360.0
468,2019-12-31,Regal Beloit Corp.,49062235.0
469,2019-12-31,Louisiana-Pacific Corp.,49058663.0
470,2019-12-31,Semtech Corp.,49004761.0
471,2019-12-31,FirstCash Inc.,49002721.0
472,2019-12-31,RH,48856486.0
473,2019-12-31,Viavi Solutions Inc.,48544890.0
474,2019-12-31,Omnicell Inc.,48431767.0
475,2019-12-31,Apple Hospitality REIT Inc.,48401340.0
476,2019-12-31,White Mountains Insurance Group Ltd.,48380784.0
477,2019-12-31,Neogen Corp.,48362228.0
478,2019-12-31,Inphi Corp.,48315667.0
479,2019-12-31,MyoKardia Inc.,48202349.0
480,2019-12-31,Murphy USA Inc.,48048156.0
481,2019-12-31,Univar Solutions Inc.,47932321.0
482,2019-12-31,Macquarie Infrastructure Corp.,47718791.0
483,2019-12-31,Tandem Diabetes Care Inc.,47717805.0
484,2019-12-31,FibroGen Inc.,47464347.0
485,2019-12-31,Lithia Motors Inc. Class A,47294163.0
486,2019-12-31,Corporate Office Properties Trust,47261814.0
487,2019-12-31,Hyatt Hotels Corp. Class A,46945153.0
488,2019-12-31,New Relic Inc.,46920357.0
489,2019-12-31,PS Business Parks Inc.,46753670.0
490,2019-12-31,Steven Madden Ltd.,46736472.0
491,2019-12-31,Aerojet Rocketdyne Holdings Inc.,46539320.0
492,2019-12-31,Choice Hotels International Inc.,46535122.0
493,2019-12-31,Cimpress NV,46445352.0
494,2019-12-31,Sprint Corp.,46177225.0
495,2019-12-31,Simpson Manufacturing Co. Inc.,46149179.0
496,2019-12-31,Qurate Retail Group Inc. QVC Group Class A,46130132.0
497,2019-12-31,Energizer Holdings Inc.,46025826.0
498,2019-12-31,American States Water Co.,45911229.0
499,2019-12-31,Balchem Corp.,45898750.0
500,2019-12-31,Avista Corp.,45743112.0
501,2019-12-31,Iovance Biotherapeutics Inc.,45726253.0
502,2019-12-31,SkyWest Inc.,45561306.0
503,2019-12-31,Insperity Inc.,45557492.0
504,2019-12-31,LiveRamp Holdings Inc.,45541230.0
505,2019-12-31,PBF Energy Inc. Class A,45528818.0
506,2019-12-31,Liberty Broadband Corp. Class A,45459044.0
507,2019-12-31,Lancaster Colony Corp.,45386269.0
508,2019-12-31,OneMain Holdings Inc.,45270112.0
509,2019-12-31,CONMED Corp.,45237807.0
510,2019-12-31,QTS Realty Trust Inc. Class A,45204739.0
511,2019-12-31,Alkermes plc,45194772.0
